"actor_id","actor_bio","actor_chName","actor_foreName","actor_nationality","actor_constellation","actor_birthPlace","actor_birthDay","actor_repWorks","actor_achiem","actor_brokerage"
"3709","林杰（ lin jie），（内地新生代偶像艺人），农历1990年4月18日出生于陕西省安康市，偶像派演员及模特。 2009年正式步入影视娱乐界。2010年主演电影广告《成长记忆》获得当年最感人形象男主角。2011年担任男一号主演电视剧《小林杰应聘演员奇遇记》、同年首登性感杂志《魅力先生》封面人物。 林杰如今从事，演员，模特，导演，制片人等等。编辑摘要","林杰","None","中国","None","陕西省，安康市，汉滨区，恒口镇","1990年4月18日","小林杰应聘演员奇遇记》《成长记忆》《隐婚男女》《魅力先生","2010年主演《成长记忆》获得最感人男主角","None"
"3710","小林杰(xiao lin jie)，内地新生代偶像艺人，农历1990年04月18日出生于陕西省安康市，中国男演员、模特及歌手。 2009年正式步入影视娱乐界。出演作品都有《小林杰应聘演员奇遇记》、《魅力先生》、《成长记忆》、《隐婚男女》等等不同角色出演的形象得到了很多观众的认可。2012年因为拍摄一版性感杂志 魅力先生 大尺度首次挑战，一月出版后迅速走红，四月出版魅力先生DVD封面人物花絮后更是惹来一场暴风雨似的热议，网络疯狂转载成为新闻焦点人物，也是80、90后的热门追捧的内地偶像男星之一，网称《内地偶像小生》。电影《猛鬼斗僵尸》其它译名《猛鬼大战僵尸》《猛鬼PK僵尸》.。 家庭背景：妈妈、妹妹（小林儿）、弟弟（小林龙）。编辑摘要","小林杰","xiao lin jie","中国","白羊座","陕西省、安康市、汉滨区、恒口镇","None","小林杰应聘演员奇遇记、成长记忆、隐婚男女","公益广告《成长记忆》最佳男主角","None"
"3711","李恩成，1974年生于济南市，毕业于山东师范大学美术系，山东艺术学院艺术硕士，中国美术家协会会员，现任教于山东建设学院。山东省美术家协会会员、济南市青年美术家协会理事、中国龙山书画院名誉院长、苏州画院画师。 2005年入选西泠印社首届中国画大展。2010年作品入选全国中国画作品展（中国美协）。2011年作品入选民族百花奖全国各民族美术作品展（中国美协）。2011年作品入选“第二届全国‘徐悲鸿奖’中国画展”，获优秀奖（中国美协）。李恩成是近几年中国画坛脱颖而出的一位青年才俊，尤其在写意花鸟领域，形成了自己章法新颖、语言华美的绘画风格。作品颇受观众与专家的好评，并多次在全国大展中入选获奖。编辑摘要","李恩成","None","中国","None","济南市","1974年","None","None","None"
"3712","李叶玺，1979年5月4日出生，韩国演员。编辑摘要","李叶玺","None","韩国","None","None","1979年5月4日","None","None","None"
"3713","蔡洁（Jacky Cai），1989年1月2日出生于广东湛江，毕业于广州暨南大学导演系，华语影视女演员。2012年，蔡洁参加墨尔本华裔小姐选举，获得冠军及最上镜小姐在内的七个奖项 。2013年5月，出演家庭情感电影《香港仔》（内地译名《人间小团圆》），获得第三十四届香港电影金像奖最佳新演员的提名；同年，蔡洁签约太阳娱乐文化，正式出道。2015年，出演动作喜剧电影《澳门风云2》；4月，出演悬疑电影《踏血寻梅》。2016年9月，凭借在动作悬疑片《反贪风暴2》中饰演李丽而受到关注；10月26日，主演的奇幻喜剧电影《脱皮爸爸》在东京国际电影节首映。编辑摘要","蔡洁","Jacky Cai","中国","魔羯座","广东湛江","1989年1月2日","脱皮爸爸","2012年墨尔本华裔小姐“七料”冠军 2013年国际中华小姐最受传媒欢迎佳丽 第三十四届香港电影金像奖最佳新演员提名","太阳娱乐文化"
"3714","锺欣愉是一位年轻有才华的美女主持兼演员。编辑摘要","锺欣愉","None","None","None","None","None","None","None","None"
"3715","中国演员，曾于2002年参演电影《陈默与美婷》，并获好评。编辑摘要","赵兴航","Zhaoxinghang","中国","None","None","None","陈默与美婷","None","None"
"3716","丘梓谦（Ivan，1994年01月08日－），香港童星，其兄丘梓宏亦是童星之一。编辑摘要","丘梓谦","None","None","None","香港","None","人间蒸发》《凤凰四重奏","None","None"
"3717","香港男演员。陈敬八九十年代拍过不少戏，大多数是些黑道疯子、狂徒、强盗、刻薄之类的反角，坏得还算很有特点。代表角色有《法内情大结局》中整叶德娴刘德华两母子的督察；《省港奇兵》中到香港发财的大陆人生鸡；《忠义群英》中的贪生怕死的村民等。现已淡出影坛。编辑摘要","陈敬","None","中国","None","None","None","None","None","None"
"3718","刘慧，女，西安秦腔剧院易俗社优秀演员，1985年进入永寿县剧团，后调入西安市秦腔一团（尚友社），工须生、老旦、曾以《辕门斩子》一剧荣获1988年秦腔新秀折子戏电视选拔赛一等奖、1992年秦腔流派大赛一等奖。编辑摘要","刘慧","None","中国","None","None","None","None","None","None"
"3719","诸葛橙橙，女，中国内地女演员。毕业于四川音乐学院影视表演系。2009年因获得世界十佳小姐和最佳上镜小姐而引起广泛关注。2012年因微电影《三人床》中的出色表现而获得首届中国微电影大典最佳新人奖。2014年因主演电视剧《雪鹰》而为广大观众所熟知。编辑摘要","诸葛橙橙","None","中国","射手座","上海","12月19日","雪鹰、黑盒子","世界小姐选美比赛十佳","None"
"3720","国永振，影视演员，毕业于上海戏剧学院的国永振，曾经在《红楼丫头》、《非常接触》、《吴越钱王》、《明天我不是羔羊》、《笑八仙》等多部影视剧中均出演过重要角色，并且与吴子牛、尤小刚、黄健中等知名导演都有过合作。 在几位导演的眼中，国永振是一个表演功底扎实、可塑性强而又用功的好演员，吴子牛导演更是对他青睐有加，但凡自己的电视剧中有适合的角色一定会邀请国永振来加盟。从历史大戏《贞观长歌》中首度合作后，《大明天下》、《大国医》，一直到最近正在热拍中的电视剧《大瓷商》，已经是国永振与吴子牛导演的第四次合作。编辑摘要","国永振","None","None","None","None","None","大国医》《天下无贼》《贞观长歌》、《大明天下》、","None","None"
"3721","索菲亚·罗兰（Sophia Loren，1934年9月20日——），意大利著名女演员，以性感偶像崛起，但后来获得尊重和好评，成为二战后最成功的国际影人。成长于战争期间的拿波里废墟，15岁在意大利一个选美大会上被担任评审的大制片人卡洛·庞帝发掘，全力培养她成为一代巨星。1955年《河里来的女人》（又名：《《河娘泪》）令人注目，1961年以《两个女人》（又名：《战地两女性》）获奥斯卡和戛纳双料影后，从此成为国际巨星，在欧洲演出之余亦向好莱坞进军。庞帝对她的一生影响至巨，俩人后来不仅结为夫妻，亦是事业上的伙伴。1979年出版自传，1992年获得奥斯卡终身成就奖。被誉为世界上最具自然美的女人，意大利永远的女神。  编辑摘要","索菲亚·罗兰","Sophia Lore","意大利","处女座","意大利 罗马","None","河里来的女人》；《阿依达","None","None"
"3722","朴世荣（박세영、Park Se Young），1988年7月30日出生于韩国首尔特别市，韩国女演员。2002年初次演出影视作品，凭借《假如明天来临》2012年1月28日正式出道。2012年朴世荣出演《信义》，并因此获得SBS演技大赏新星奖 。并于同年出演《学校2013》。2013年9月26日与StandingEgg共同推出首支数字单曲《Shall We Dance》。2014年出演电影《猫的葬礼》《时尚王》，MBC综艺节目《我们结婚了》，SBS周末剧《心情好的日子》。2015年与hunus娱乐公司签订合约。出演MBC9月5日播出的周末剧《我的女儿琴四月》。编辑摘要","朴世英","Park Se Young","韩国","狮子座","韩国首尔特别市","1988年7月30日","心情好的日子","SBS演技大赏新星奖-《信义","Hunus Entertainment"
"3723","安赫丽卡·里维拉（Angélica Rivera，1970年8月2日—），又译作安洁莉卡·瑞维拉，墨西哥总统培尼亚·涅托的妻子，同时也是墨西哥著名电视明星，曾因主演电视剧《爱在酒乡》中的女一号“海鸥”，给中国观众留下了深刻的印象。安赫莉卡·里韦拉在多部墨西哥热播电视剧中出演角色，现为墨西哥“第一夫人”。她现年44岁，身为肥皂剧明星，2010年11月与涅托结婚时“名望”远超两年后参选总统的丈夫。编辑摘要","安赫丽卡·里维拉","Angélica River","墨西哥","None","墨西哥城","None","爱在酒乡","None","None"
"3724","周元，1987年9月30日出生于首尔，韩国男演员。2007年，通过音乐剧《Alta Boys》出道。2011年，主演KBS家庭剧《鹊桥兄弟们》，并凭借该剧获得2011KBS演技大赏男新人奖和第48届百想艺术大赏电视剧部门新人男演员奖。2012年，主演KBS水木剧《新娘面具》，并凭借该剧获得KBS演技大赏人气奖和长篇优秀男演员奖。同年，出演韩国娱乐节目《两天一夜第二季》，并凭借该节目获得2012年KBS演艺大赏娱乐男子部门新人奖。2013年，主演KBS医疗剧《good doctor》，并凭借该剧获得KBS演技大赏三大电视台PD选择演技者奖、男子最优秀演技奖、网络人气奖、情侣奖和第26届韩国PD大奖演员奖。 2015年，主演SBS医疗爱情剧《龙八夷》，并凭借该剧获得SBS演技大赏中国网民投票人气奖、十大明星奖、最佳荧幕情侣奖和大赏。2017年5月，主演SBS青春历史剧《我的野蛮女友》，饰演汉阳知名才子牵牛。编辑摘要","周元","Joo Wo","韩国","天秤座","韩国首尔","1987年9月30日","新娘面具、龙八夷","百想艺术大赏最佳男新人奖（电视部门） 韩国PD大奖演员奖 2013年三大电视台PD选择演员奖","SIM.Entertainment（SIM）"
"3725","布兰特·科里根，模特，演员。Brent于2004年出道，首部作品是在眼镜蛇公司《Every Poolboy's Dream》中扮演一位年轻貌美的同性恋。之后快速成为这一公司的著名表演者，拥有良好的商业表现。最著名的作品是与Brent Everett合作的《Schoolboy Crush》以及和埃里克·罗兹合作的《Velvet Mafia》。他曾获包括“美臀奖”在内的共六次GayVN奖。  编辑摘要","布兰特·科里根","Brent Corrig","美国","天蝎座","美国爱达荷州刘易斯顿市","1986年10月31日","None","被誉为美国小甜心","科波拉音像公司（Cobra Video）"
"3726","樱井俊介（Sakurai Shunsuke）是日本GV公司KO家旗下的男优，1991年出生。樱井俊介现在人气颇高，身高168cm，体重52kg，他的长相可爱清秀，标志性的两颗小虎牙超级萌！身材比例完美，四肢修长，柔韧度超高。出演的影片：出道电影是《U-20》，2007年8月，超青涩，超可爱。2007年12月《School Days2》。2008年1月《猥亵カメラ003》。2008年4月《Alright》。2008年5月《トキメキGet My Love》，这部的主要演员。2008年6月《PLAY》这部里少见的女装袜。2009年3月《Alright2》这部里造型很漂亮，皮肤也很粉嫩。2009年4月《骗しレイプ2又是被欺负》等作品。编辑摘要","樱井俊介","Sakurai Shunsuke","日本","None","None","1991年","None","None","None"
